0.00017547607421875,"525
"
0.0002777576446533203,"921
"
0.0002529621124267578,"891
"
0.00013017654418945312,"464
"
3.409385681152344e-05,"113
"
0.0002224445343017578,"830
"
0.0002434253692626953,"876
"
7.700920104980469e-05,"257
"
7.343292236328125e-05,"285
"
0.0001850128173828125,"664
"
0.00023221969604492188,"856
"
0.00011944770812988281,"423
"
6.4849853515625e-05,"243
"
0.00012445449829101562,"468
"
0.00026535987854003906,"921
"
0.00015473365783691406,"476
"
4.601478576660156e-05,"160
"
0.0001323223114013672,"516
"
8.273124694824219e-05,"302
"
0.00017881393432617188,"685
"
0.00018453598022460938,"663
"
0.00023746490478515625,"876
"
0.00023865699768066406,"849
"
0.0002627372741699219,"964
"
0.0002143383026123047,"680
"
0.0002484321594238281,"911
"
0.00023698806762695312,"850
"
0.0001289844512939453,"466
"
4.1961669921875e-05,"145
"
0.00025343894958496094,"932
"
8.106231689453125e-05,"273
"
0.00021004676818847656,"785
"
0.00021409988403320312,"723
"
0.0001583099365234375,"565
"
0.00015783309936523438,"597
"
0.00014448165893554688,"535
"
0.00020647048950195312,"764
"
0.00026297569274902344,"945
"
5.3882598876953125e-05,"160
"
0.0002396106719970703,"887
"
0.0001862049102783203,"582
"
0.00013637542724609375,"513
"
0.00020837783813476562,"752
"
7.843971252441406e-05,"274
"
0.00012445449829101562,"470
"
9.202957153320312e-05,"348
"
0.00020122528076171875,"747
"
0.00015163421630859375,"553
"
0.0002636909484863281,"962
"
0.0002753734588623047,"988
"
0.00020647048950195312,"725
"
4.100799560546875e-05,"121
"
0.0001800060272216797,"693
"
6.0558319091796875e-05,"197
"
9.775161743164062e-05,"370
"
0.00020885467529296875,"780
"
0.0002040863037109375,"744
"
5.626678466796875e-05,"185
"
4.00543212890625e-05,"150
"
0.00020194053649902344,"765
"
6.794929504394531e-05,"232
"
0.0002262592315673828,"798
"
0.0001201629638671875,"430
"
0.00023055076599121094,"835
"
8.0108642578125e-05,"279
"
3.695487976074219e-05,"127
"
0.00013065338134765625,"483
"
5.602836608886719e-05,"204
"
0.00015306472778320312,"581
"
0.0001327991485595703,"490
"
0.00010919570922851562,"407
"
0.00013136863708496094,"440
"
0.00011181831359863281,"418
"
0.0001952648162841797,"734
"
0.00017833709716796875,"640
"
0.000213623046875,"784
"
0.0001823902130126953,"653
"
5.340576171875e-05,"176
"
0.00011730194091796875,"460
"
7.987022399902344e-05,"296
"
9.34600830078125e-05,"365
"
0.0002276897430419922,"834
"
0.00017905235290527344,"651
"
0.00024199485778808594,"876
"
0.00011992454528808594,"429
"
4.2438507080078125e-05,"149
"
0.0002491474151611328,"913
"
8.678436279296875e-05,"296
"
0.00011610984802246094,"434
"
0.0001785755157470703,"670
"
0.00014400482177734375,"510
"
4.673004150390625e-05,"166
"
0.0001862049102783203,"685
"
0.00018668174743652344,"663
"
5.626678466796875e-05,"188
"
0.00018358230590820312,"704
"
0.00027298927307128906,"967
"
0.00020766258239746094,"743
"
0.00010251998901367188,"357
"
0.0001430511474609375,"533
"
